State,State Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,MCD - Drug/Alcohol Induced Cause,MCD - Drug/Alcohol Induced Cause Code,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Deaths,Population,Crude Rate
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2019,2019,47,373728,12.6
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2020,2020,54,382243,14.1
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2021,2021,80,398530,20.1
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2022,2022,99,405281,24.4
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2023,2023,112,417723,26.8
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2018,2018,10,286579,Unreliable
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2020,2020,26,311598,8.3
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2021,2021,20,328377,6.1
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2022,2022,35,326263,10.7
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,70-74 years,70-74,2023,2023,30,335050,9
Massachusetts,25,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O9,75-79 years,75-79,2022,2022,10,235432,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,30-34 years,30-34,2021,2021,10,497307,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,35-39 years,35-39,2021,2021,10,469335,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,35-39 years,35-39,2022,2022,10,471810,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,35-39 years,35-39,2023,2023,10,479944,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,40-44 years,40-44,2022,2022,10,433914,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,45-49 years,45-49,2018,2018,10,443793,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,50-54 years,50-54,2020,2020,15,456369,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,50-54 years,50-54,2022,2022,13,452841,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,50-54 years,50-54,2023,2023,12,442062,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,55-59 years,55-59,2018,2018,10,492474,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,55-59 years,55-59,2019,2019,18,490961,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,55-59 years,55-59,2021,2021,11,492930,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,55-59 years,55-59,2022,2022,14,479734,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2019,2019,12,452229,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2020,2020,10,456940,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2021,2021,10,472482,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,60-64 years ,60-64,2023,2023,12,473861,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2018,2018,10,367250,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug poisonings (overdose) Suicide (X60-X64),D2,65-69 years,65-69,2020,2020,12,382243,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2021,2021,10,497307,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2021,2021,10,469335,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2022,2022,10,471810,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2023,2023,10,479944,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2022,2022,10,433914,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2018,2018,10,443793,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2020,2020,15,456369,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2022,2022,13,452841,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2023,2023,12,442062,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2018,2018,10,492474,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2019,2019,18,490961,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2021,2021,11,492930,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2022,2022,14,479734,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2019,2019,12,452229,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2020,2020,10,456940,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2021,2021,10,472482,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2023,2023,12,473861,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2018,2018,10,367250,Unreliable
Massachusetts,25,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O9,65-69 years,65-69,2020,2020,12,382243,Unreliable
Massachusetts,25,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,60-64 years ,60-64,2022,2022,10,471620,Unreliable
Massachusetts,25,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2022,2022,10,471620,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2018,2018,11,507860,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,25-29 years,25-29,2020,2020,12,500717,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2018,2018,18,485053,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2020,2020,18,495920,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2021,2021,16,497307,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,30-34 years,30-34,2022,2022,17,492707,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2018,2018,11,440081,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2019,2019,13,444801,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2020,2020,20,450495,4.4
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2021,2021,10,469335,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2022,2022,23,471810,4.9
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,35-39 years,35-39,2023,2023,20,479944,4.2
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2018,2018,23,400571,5.7
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2019,2019,11,403572,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2020,2020,14,408671,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2021,2021,16,427937,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2022,2022,14,433914,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,40-44 years,40-44,2023,2023,11,443717,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2018,2018,20,443793,4.5
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2019,2019,17,429056,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2020,2020,17,414222,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2022,2022,14,403162,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,45-49 years,45-49,2023,2023,14,404876,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2018,2018,21,477738,4.4
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2019,2019,13,464577,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2020,2020,17,456369,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2021,2021,14,464384,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2022,2022,11,452841,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,50-54 years,50-54,2023,2023,10,442062,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2018,2018,22,492474,4.5
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2019,2019,13,490961,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2020,2020,28,486443,5.8
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2021,2021,14,492930,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2022,2022,22,479734,4.6
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,55-59 years,55-59,2023,2023,17,469340,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,60-64 years ,60-64,2019,2019,11,452229,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,60-64 years ,60-64,2020,2020,11,456940,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,60-64 years ,60-64,2021,2021,11,472482,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,60-64 years ,60-64,2022,2022,18,471620,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,60-64 years ,60-64,2023,2023,23,473861,4.9
Massachusetts,25,All other drug-induced causes,D9,All other drug-induced causes,D9,65-69 years,65-69,2023,2023,10,417723,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2020,2020,13,495920,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2021,2021,11,497307,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,30-34 years,30-34,2022,2022,12,492707,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2020,2020,15,450495,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2022,2022,18,471810,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,35-39 years,35-39,2023,2023,15,479944,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2018,2018,14,400571,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2020,2020,10,408671,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2021,2021,13,427937,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2022,2022,12,433914,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,40-44 years,40-44,2023,2023,10,443717,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2019,2019,13,429056,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2020,2020,12,414222,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2022,2022,12,403162,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,45-49 years,45-49,2023,2023,11,404876,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2018,2018,14,477738,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2020,2020,11,456369,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2021,2021,11,464384,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,50-54 years,50-54,2022,2022,10,452841,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2018,2018,18,492474,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2020,2020,17,486443,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2022,2022,18,479734,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,55-59 years,55-59,2023,2023,16,469340,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2022,2022,18,471620,Unreliable
Massachusetts,25,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O9,60-64 years ,60-64,2023,2023,20,473861,4.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2018,2018,14,653747,Unreliable
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2019,2019,15,644559,Unreliable
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2020,2020,27,633603,4.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2021,2021,17,648130,Unreliable
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2022,2022,12,638504,Unreliable
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15-19 years,15-19,2023,2023,20,647110,3.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2018,2018,116,694627,16.7
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2019,2019,83,681766,12.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2020,2020,125,672087,18.6
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2021,2021,108,671349,16.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2022,2022,99,700513,14.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,20-24 years,20-24,2023,2023,75,666771,11.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2018,2018,244,694454,35.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2019,2019,213,697811,30.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2020,2020,239,685946,34.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2021,2021,244,662063,36.9
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2022,2022,220,650018,33.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,25-29 years,25-29,2023,2023,163,638502,25.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2018,2018,309,602197,51.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2019,2019,260,613803,42.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2020,2020,298,631856,47.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2021,2021,362,654675,55.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2022,2022,324,668476,48.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30-34 years,30-34,2023,2023,282,680454,41.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2018,2018,287,599690,47.9
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2019,2019,276,599328,46.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2020,2020,330,597658,55.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2021,2021,376,611457,61.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2022,2022,319,608578,52.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35-39 years,35-39,2023,2023,319,614397,51.9
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2018,2018,226,563499,40.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2019,2019,200,566844,35.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2020,2020,276,573538,48.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2021,2021,305,596977,51.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2022,2022,328,601962,54.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,40-44 years,40-44,2023,2023,295,610010,48.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2018,2018,238,629912,37.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2019,2019,194,612531,31.7
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2020,2020,230,589665,39
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2021,2021,251,576745,43.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2022,2022,246,564316,43.6
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,45-49 years,45-49,2023,2023,240,565577,42.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2018,2018,243,660148,36.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2019,2019,210,642148,32.7
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2020,2020,238,634675,37.5
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2021,2021,252,648901,38.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2022,2022,302,638317,47.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,50-54 years,50-54,2023,2023,237,627758,37.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2018,2018,215,716278,30
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2019,2019,219,708151,30.9
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2020,2020,225,693475,32.4
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2021,2021,270,689928,39.1
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2022,2022,254,665345,38.2
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55-59 years,55-59,2023,2023,268,648732,41.3
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2018,2018,156,686526,22.7
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2019,2019,149,691384,21.6
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2020,2020,185,692623,26.7
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2021,2021,217,704159,30.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2022,2022,205,692851,29.6
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,60-64 years ,60-64,2023,2023,221,690061,32
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65-69 years,65-69,2018,2018,73,571956,12.8
Michigan,26,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug poisonings (overdose) Unintentional (X40-X44),D1,65-69 years,65-69,2019,2019,81,584379,13.9
